gene	S16FT	S16P	S17FT	S17P	S18FT	S18P	S19FT	S19P	S20FT	S20P	S21FT	S21P	S22FT	S22P	S23FT	S23P
ENSG00000011105.11	819	1660	2031	1619	1374	510	1944	1168	2109	1105	3013	1385	1884	698	1241	2096
ENSG00000011114.14	207	1212	926	651	1250	623	588	259	836	929	1558	886	1054	1141	917	563
ENSG00000011132.11	190	311	496	161	213	210	397	476	377	180	301	311	210	315	359	497
ENSG00000011143.16	418	541	747	634	836	718	692	466	555	1248	456	873	309	588	1186	536
ENSG00000011198.7	17	189	124	285	208	105	83	102	133	155	165	250	269	190	226	138
ENSG00000011201.11	8	126	63	103	213	46	55	97	73	167	206	209	119	268	171	806
ENSG00000011243.17	2503	3320	3410	3637	2300	4392	3133	3066	2403	2366	2293	2439	1353	1610	2458	2118
ENSG00000011258.15	239	1196	838	555	1263	904	496	382	837	2513	1134	1135	636	1562	840	423
ENSG00000011260.13	529	567	925	1397	706	1583	792	923	649	1958	399	832	512	1029	694	681
ENSG00000011275.18	550	1218	1995	1002	1943	1507	1543	897	2127	740	2057	1270	2485	1852	1491	1182
ENSG00000011295.15	819	1498	1560	1042	1343	1641	1404	1266	1346	1001	1000	1741	1072	1950	1180	1422
ENSG00000011304.18	2300	4065	4386	3984	3720	4181	4107	5416	4619	4374	3204	6337	2866	5178	5062	4546
ENSG00000011332.19	6	28	15	21	7	39	46	710	19	7	8	23	0	3	4	3
ENSG00000011347.9	27	143	496	7	184	5	260	2103	327	497	198	96	103	209	123	47
ENSG00000011376.9	118	584	498	726	611	916	423	286	310	583	479	661	383	636	571	392
ENSG00000011405.13	205	2316	1301	535	2221	914	821	370	1349	1394	2400	1401	2052	2316	1645	1064
ENSG00000011422.11	95	209	425	402	318	352	406	328	1165	440	149	1827	640	672	311	1998
ENSG00000011426.10	0	220	77	536	527	1198	53	225	35	236	776	987	74	184	72	87
ENSG00000011451.17	389	1230	1567	1940	1146	1969	1192	966	1309	961	1437	1197	1306	881	973	1032
ENSG00000011454.16	555	1835	2039	535	2749	1257	1326	782	1856	1913	3484	2247	2493	2300	1968	981
ENSG00000011465.16	10424	2539	52501	613	55527	435	35521	3342	79995	13024	111001	16206	89825	4619	24393	6372
ENSG00000011478.11	203	224	266	231	155	301	231	236	169	229	113	219	97	232	147	294
ENSG00000011485.14	421	1646	1847	1019	1471	1193	1438	863	1282	1046	1230	1831	1261	2062	1943	1174
ENSG00000011523.13	273	1281	1125	609	1706	814	786	375	1167	963	1792	890	1611	794	1238	470
ENSG00000011566.14	187	1417	955	283	1407	742	565	407	1150	1400	1533	1470	1239	1008	1121	502
ENSG00000011590.13	0	0	4	3	1	6	3	4	0	2	1	1	6	0	0	0
ENSG00000011600.11	438	629	1358	944	416	1000	1830	783	1046	255	473	357	910	346	464	1283
ENSG00000011638.10	534	443	730	384	768	100	843	216	720	387	1398	464	733	282	516	531
ENSG00000011677.12	0	182	2	55	1	0	1	0	6	328	1	3	0	2	1	1
ENSG00000012048.20	97	199	146	151	244	359	145	485	125	81	171	294	169	319	156	53
ENSG00000012061.15	1586	1620	2120	1007	1483	1239	2150	1844	2021	1642	1631	2122	1204	1784	1489	2255
ENSG00000012124.15	742	3261	1764	147	350	177	1056	415	1821	3829	60	1769	107	2370	678	34
ENSG00000012171.18	2343	752	2784	2857	1574	2470	3340	248	2374	7079	3276	5767	1222	4472	1808	4732
ENSG00000012174.11	117	714	477	406	658	472	354	340	440	616	720	670	509	580	477	351
ENSG00000012211.12	47	134	248	762	175	414	179	80	141	308	112	271	121	251	253	138
ENSG00000012223.12	38	36	178	420	608	99	184	97	70	37	41	152	51	10	1025	866
ENSG00000012232.8	835	1254	1303	656	1216	550	1417	1404	1330	532	2031	2376	1555	4417	1376	4668
ENSG00000012504.13	6	720	0	1	13	2	9	131	6	102	0	122	1	15	5	50
ENSG00000012660.13	381	1483	1589	787	2378	1429	1269	2037	1714	1265	1712	2433	2280	1588	2311	1534
ENSG00000012779.10	56	391	765	129	517	613	548	135	674	1594	177	1700	547	645	530	495
ENSG00000012817.15	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ENSG00000012822.15	772	2964	4293	1168	4477	1292	2915	1107	5482	3136	7472	3454	5357	2159	4607	7209
ENSG00000012963.14	310	659	1029	959	820	601	708	969	967	612	936	875	871	865	877	593
ENSG00000012983.11	347	2071	1430	157	2000	1208	894	549	1520	2231	2114	1845	1568	1689	1809	696
ENSG00000013016.15	103	435	415	213	375	342	225	139	307	331	182	524	509	449	287	159
ENSG00000013275.7	912	1589	1756	1360	995	1304	2262	8989	1397	2333	1242	1372	1200	913	1447	1705
ENSG00000013288.8	624	1578	1674	1464	1409	779	1369	1185	1609	1044	1599	1092	1765	832	1609	1468
ENSG00000013293.5	4	3	1	0	1	0	7	76	0	5	1	3	2	0	3	4
ENSG00000013297.10	123	1041	946	88	320	86	436	1107	324	479	660	1189	726	188	191	4338
ENSG00000013306.15	1884	3085	3196	4454	1480	5684	3122	6332	1746	1658	1571	2235	1335	2274	1918	4110
ENSG00000013364.18	3050	4827	6798	6700	2388	2178	6511	2418	4166	3799	3766	5451	4078	4248	5335	10649
ENSG00000013374.15	1290	1416	1907	1929	2073	1853	1995	1750	2019	2576	1764	1766	1938	2622	1916	2034
ENSG00000013375.15	276	2498	1040	1097	919	537	648	586	804	778	1205	1223	676	985	811	1006
ENSG00000013392.7	160	472	370	582	305	250	349	248	254	163	403	363	198	243	284	363
ENSG00000013441.15	1287	5463	3858	1397	4699	2279	3537	2059	2859	4630	7219	5167	4295	5163	4798	2637
ENSG00000013503.9	133	273	334	399	322	331	236	235	205	255	279	287	270	261	327	226
ENSG00000013523.9	367	1977	793	635	976	567	550	619	660	1326	781	1255	765	1451	1038	361
ENSG00000013561.17	399	1093	1250	994	1175	530	1107	1343	966	1046	1777	1137	1249	1443	1004	1169
ENSG00000013563.13	326	771	824	1146	623	770	866	927	649	504	443	546	575	504	725	1024
ENSG00000013573.16	780	913	1981	1663	897	2571	1336	3762	1483	1213	470	859	194	782	904	1159
ENSG00000013583.8	490	750	1165	598	650	774	1217	594	980	805	1255	592	1107	724	503	1234
ENSG00000013588.6	86	107	590	133	827	248	237	11	2162	2055	505	2395	2761	9491	518	3770
ENSG00000013619.13	119	970	395	177	461	380	303	120	651	332	239	474	375	87	370	136
ENSG00000013725.14	131	59	245	23	113	97	181	76	76	116	24	71	118	44	166	117
ENSG00000013810.18	171	396	530	2534	687	4971	606	3760	286	364	332	567	218	222	231	648
ENSG00000014123.9	245	2033	930	811	1562	442	693	475	893	1186	1432	1862	1201	1752	1332	457
ENSG00000014138.8	272	344	428	1115	379	896	401	1378	328	244	303	346	280	303	255	290
ENSG00000014164.6	191	402	409	465	388	825	448	439	395	411	323	376	332	550	462	392
ENSG00000014216.15	1786	2338	5577	8424	3682	6568	3957	1307	4009	6656	3160	6999	2267	7717	5090	8061
ENSG00000014257.15	15	193	66	640	107	135	33	12	35	261	17	81	28	185	135	92
ENSG00000014641.17	1033	2902	3487	4037	2707	4844	3538	3470	2174	2688	4131	3057	2215	2628	2771	4702
ENSG00000014824.13	928	2001	1507	1637	2261	2044	1322	1131	1468	2257	1735	2226	1501	2138	1904	1218
ENSG00000014914.19	159	1393	1464	173	885	228	567	158	1558	981	2310	1075	905	451	824	899
ENSG00000014919.12	771	1469	1137	757	1061	600	1008	768	791	1161	1125	1229	704	1076	1071	952
ENSG00000015133.18	641	541	1265	867	2300	1731	879	768	779	445	698	1572	262	1284	3458	189
ENSG00000015153.14	147	374	430	202	423	375	365	403	392	382	477	467	563	483	344	260
ENSG00000015171.18	648	2514	2741	723	3593	1798	1936	726	3215	2902	5163	2655	4035	3029	3040	1415
ENSG00000015285.10	141	142	382	112	135	232	440	111	360	61	91	114	300	101	197	230
ENSG00000015413.9	8	5	8	1	12	35	13	83	6	11	3	10	79	4	2	8
ENSG00000015475.18	108	286	525	807	195	384	494	535	337	695	165	417	199	668	356	516
ENSG00000015479.17	6	444	65	36	168	42	10	57	32	194	322	197	76	412	165	10
ENSG00000015520.14	7	5	25	0	29	9	68	715	93	16	48	5	95	12	25	5
ENSG00000015532.9	887	1523	1503	1074	818	1201	1217	831	986	2062	879	1173	606	869	856	1642
ENSG00000015568.12	6	77	1	4	12	1	0	9	3	16	15	14	4	23	4	7
ENSG00000015592.16	3	0	8	2	7	3	7	4	7	0	12	1	14	2	4	7
ENSG00000015676.17	1968	2388	3180	2084	2448	2702	2773	1726	2903	2391	3004	2477	2411	3661	2489	2533
ENSG00000016082.14	0	0	0	0	0	0	8	82	1	0	0	0	0	2	0	1
ENSG00000016391.10	242	238	481	419	424	780	430	1054	351	193	92	536	67	817	406	538
ENSG00000016402.13	562	206	520	661	899	212	906	175	432	370	253	1840	132	1162	1209	653
ENSG00000016490.15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000016602.9	0	0	1	0	40	0	1	0	0	1	0	249	5	7	0	0
ENSG00000016864.17	931	1507	1867	1662	1688	1866	1830	1347	1263	1367	1866	2002	1117	1383	1703	1568
ENSG00000017260.19	744	3802	2567	1729	2980	2328	1386	968	2057	2502	2636	2417	1821	2761	2969	2874
ENSG00000017427.15	286	273	1012	112	1357	339	1643	341	494	243	3755	562	969	59	902	149
ENSG00000017483.14	204	301	294	98	131	370	328	123	151	44	161	545	62	60	110	244
ENSG00000017797.11	1101	1890	2696	3543	2289	2448	2001	1348	2267	6709	2761	2496	1951	2612	2078	1767
ENSG00000018189.12	290	2548	1035	586	1489	873	757	649	1265	1311	1802	1335	1363	1195	986	628
ENSG00000018236.14	28	852	100	4	536	14	139	184	215	524	681	4009	2233	991	65	91
ENSG00000018280.16	98	917	195	334	127	204	433	102	862	110	61	208	213	318	324	493
ENSG00000018408.14	675	5521	1867	1241	2512	1044	1751	862	2567	3181	4899	2568	5783	1821	1546	1679
ENSG00000018510.13	215	1070	829	837	1328	1278	681	754	704	958	1365	1544	1142	1061	904	571
ENSG00000018607.6	0	1	2	1	0	0	2	0	1	0	1	0	0	0	0	0
ENSG00000018610.13	257	454	666	1020	631	935	556	648	685	792	528	473	587	579	503	396
ENSG00000018625.14	178	64	760	61	1359	18	444	35	1659	99	2375	24	2166	34	751	5
ENSG00000018699.11	389	367	624	621	544	982	474	323	515	712	435	559	514	614	504	221
ENSG00000018869.16	105	106	160	91	110	59	133	147	149	51	98	93	107	78	108	89
ENSG00000019102.11	717	20	518	365	321	145	658	79	299	5	52	188	47	25	451	1748
ENSG00000019144.17	1509	5382	5443	1656	3936	1993	4418	3477	5161	2429	5869	3356	5911	1459	2737	5438
ENSG00000019169.10	101	45	496	45	69	42	288	9	391	598	76	38	384	56	207	617
ENSG00000019186.9	0	16	0	7	20	19	1	0	2	236	0	47	4	61	2	0
ENSG00000019485.12	241	549	893	428	823	459	667	230	972	364	844	417	685	462	680	265
ENSG00000019505.7	24	18	43	350	32	78	179	3264	31	497	3	16	2	53	43	195
ENSG00000019549.8	110	475	1014	45	717	41	362	365	500	176	2215	513	361	85	469	591
ENSG00000019582.14	12061	13320	68743	179932	21064	26374	74037	4861	25927	21005	11702	29517	19500	23672	57350	20032
ENSG00000019991.15	39	123	323	18	287	41	150	12	341	75	383	179	886	92	217	93
ENSG00000019995.6	543	1583	1288	517	1454	717	1031	1038	1525	1661	2111	1159	1563	1117	1094	834
ENSG00000020129.15	301	964	857	898	844	794	607	195	636	884	911	895	482	741	907	771
ENSG00000020181.17	954	3674	5887	155	3546	167	3069	1450	6685	702	7775	2075	4884	651	2822	309
ENSG00000020219.9	0	2	5	0	4	5	3	0	1	1	5	3	7	2	1	2
ENSG00000020256.19	125	399	409	345	373	565	251	232	328	424	365	425	228	481	380	391
ENSG00000020426.10	206	322	424	261	405	555	414	349	382	296	319	559	358	483	501	405
ENSG00000020577.13	128	205	717	227	1154	182	782	103	894	325	2076	360	2073	477	401	307
ENSG00000020633.18	10	15	202	47	113	190	212	569	136	511	34	1689	179	469	118	76
ENSG00000020922.12	379	1108	754	606	1019	991	657	594	857	1422	1058	1089	806	1498	735	368
ENSG00000021300.13	425	234	579	595	590	1022	795	1214	306	647	76	743	133	1788	1611	6284
ENSG00000021355.12	960	770	2135	1554	2068	1442	1768	1720	2371	1496	1000	2973	1700	1965	3358	2033
ENSG00000021461.16	5	3	3	1	2	0	1	2	7	6	5	4	1	3	3	0
ENSG00000021488.12	14	63	45	25	48	80	53	129	67	52	29	51	25	28	29	28
ENSG00000021574.11	237	431	486	615	664	788	369	552	432	510	533	614	443	742	470	242
ENSG00000021645.18	107	84	151	348	249	44	265	26	111	178	724	604	171	498	185	243
ENSG00000021762.19	264	460	1166	72	741	220	868	200	1240	419	1185	644	1228	649	832	588
ENSG00000021776.10	279	1210	1065	783	1311	624	609	389	890	1135	1222	1283	1175	2288	1308	548
ENSG00000021826.14	13	393	78	7	80	23	33	34	83	122	195	35	181	40	36	11
ENSG00000021852.12	2	17	0	0	1	0	4	1	0	0	0	1	1	0	5	1
ENSG00000022267.16	1682	612	8551	1504	13852	2320	9200	754	16641	1294	41995	412	37155	180	5122	1434
ENSG00000022277.12	1167	1621	2280	2611	1636	2350	2277	2178	2225	2534	2119	1495	2037	2132	1576	1918
ENSG00000022355.16	0	0	0	0	1	0	1	0	0	1	1	2	1	1	0	22
ENSG00000022556.15	113	1	333	12	129	9	341	8	165	12	44	881	30	693	689	934
ENSG00000022567.9	636	2770	1166	1215	1179	1468	993	438	1250	1374	715	771	825	1161	1144	1180
ENSG00000022840.15	1393	3272	3805	4608	3006	3453	3603	3524	3426	3543	3778	3193	3434	3266	2898	4249
ENSG00000022976.15	410	690	711	772	658	1370	618	318	559	677	341	609	314	455	645	325
ENSG00000023041.11	422	1156	1148	400	1053	675	987	730	1076	881	1056	1131	971	1218	1080	815
ENSG00000023171.15	135	1419	307	132	299	156	278	421	410	694	561	613	195	284	298	643
ENSG00000023191.16	2454	1992	4959	2158	2258	2922	5061	2886	3610	2861	4366	2678	3121	1620	2970	8533
ENSG00000023228.13	549	1320	1504	1304	2649	3175	1320	1633	1398	2112	1848	1963	2064	1856	1749	1048
ENSG00000023287.12	317	1470	1042	903	1823	1554	794	662	1204	1435	1975	1373	1578	2086	1633	566
ENSG00000023318.7	697	1589	1960	1861	1781	2209	1717	1465	1292	1603	1553	1680	1614	1675	1611	1939
ENSG00000023330.14	181	678	807	1125	728	1377	661	1370	663	1165	617	856	1128	733	771	737
ENSG00000023445.13	196	239	645	1182	735	583	315	29	616	4687	248	1006	648	951	2307	320
ENSG00000023516.8	344	1299	1337	452	2043	931	947	624	1427	1440	3031	1855	1649	3291	1422	713
ENSG00000023572.8	61	81	100	103	56	146	130	237	58	61	64	74	81	122	61	168
ENSG00000023608.4	112	320	252	153	299	377	306	104	246	176	222	511	256	278	353	243
ENSG00000023697.12	209	485	645	941	589	1025	637	660	502	649	543	764	549	733	645	622
ENSG00000023734.10	737	2186	2150	3499	1883	3586	2126	2215	2370	2229	1964	2238	2491	2449	1806	1975
ENSG00000023839.10	6	28	27	7	60	16	25	16	44	80	34	50	51	55	45	6
ENSG00000023892.10	249	250	669	252	216	443	491	194	298	470	137	256	178	232	284	620
ENSG00000023902.13	1612	1026	3023	836	1401	1802	3428	1912	3116	645	2441	581	1600	360	1134	1375
ENSG00000023909.9	172	542	395	187	911	655	375	297	320	619	243	777	324	276	1382	311
ENSG00000024048.10	234	1210	1283	730	1792	1088	877	1088	1486	1948	1831	1334	1425	1834	1331	758
ENSG00000024422.11	1334	983	3332	156	2113	95	3725	2047	2867	540	5776	1777	4308	874	1579	3722
ENSG00000024526.16	5	248	30	322	265	923	34	292	15	100	139	92	3	29	17	17
ENSG00000024862.17	636	746	731	273	670	271	825	317	470	590	681	537	475	328	1063	755
ENSG00000025039.14	421	120	491	2314	791	144	800	1119	186	279	121	186	350	229	1374	102
ENSG00000025156.12	104	511	641	588	591	266	400	303	450	247	740	634	508	426	708	378
ENSG00000025293.16	331	995	967	997	1153	1136	753	1095	916	1218	1399	842	1446	1314	922	705
ENSG00000025423.11	77	14	251	26	236	31	297	140	199	26	556	23	609	7	130	15
ENSG00000025434.18	864	425	1394	873	730	1141	979	410	891	365	634	375	570	192	712	343
ENSG00000025708.13	2294	824	1423	491	1301	1252	3053	382	1501	446	181	665	896	367	3816	1520
ENSG00000025770.18	1249	823	1363	927	630	1329	1831	4109	1717	1342	912	655	754	745	742	1237
ENSG00000025772.7	882	1018	1194	2970	1276	2494	1524	1050	674	877	432	1308	402	1566	1675	1462
ENSG00000025796.13	828	5124	2835	2324	3153	1320	1969	1593	2567	2238	3753	3284	2956	3038	2899	1634
ENSG00000025800.13	322	1886	1601	1295	2225	1638	1199	721	1734	2916	2365	1959	2111	1841	1819	1141
ENSG00000026025.14	25351	52832	51355	12764	37806	5900	55259	30377	48637	16071	66540	70643	61848	24039	25030	58855
ENSG00000026036.21	8	146	122	34	109	44	34	71	119	62	120	107	58	71	69	24
ENSG00000026103.20	162	1020	1037	318	1122	200	562	172	1271	686	715	1537	1038	919	1208	1782
ENSG00000026297.15	7629	4043	2941	4772	1285	1200	5072	1843	1595	603	638	2072	560	1458	2133	1688
ENSG00000026508.16	2184	2801	4696	1753	8479	1020	5559	302	5266	926	15513	1840	7877	3138	5810	2137
ENSG00000026559.13	185	37	415	9	98	155	797	29	276	111	1456	29	8	11	68	17
ENSG00000026652.13	383	935	659	173	719	343	712	363	707	544	1338	827	703	219	885	466
ENSG00000026751.16	47	49	329	43	416	313	170	37	122	38	32	18	121	31	85	29
ENSG00000026950.16	291	929	1571	1138	1770	1422	950	629	2010	2236	1677	1268	1222	806	1350	575
ENSG00000027001.9	365	416	536	306	590	805	646	388	337	613	354	901	269	856	888	343
ENSG00000027075.13	120	311	694	69	661	187	498	256	601	328	534	847	953	838	604	255
ENSG00000027644.4	4	3	47	0	9	2	28	174	35	1	27	3	33	2	6	14
ENSG00000027697.13	429	1388	2855	2780	2043	1107	1905	536	2589	1061	2273	1390	2556	1725	3064	6334
ENSG00000027847.13	803	919	811	1265	412	475	850	1040	489	427	439	569	384	568	499	896
ENSG00000027869.11	38	23	78	97	56	224	88	126	54	41	20	33	163	33	35	33
ENSG00000028116.16	97	409	395	407	443	438	306	228	292	353	439	466	378	366	472	352
ENSG00000028137.17	791	1176	1836	305	910	767	1785	649	1681	338	845	581	1578	513	825	723
ENSG00000028203.17	429	1593	1743	802	1666	992	974	939	1323	1203	2309	2211	1672	1573	1382	1428
ENSG00000028277.21	189	422	341	63	202	128	485	271	277	61	96	155	247	170	239	198
ENSG00000028310.17	617	1095	1251	1241	1248	2139	1054	933	1174	1186	1170	1184	953	1821	954	924
ENSG00000028528.14	864	3488	4152	2207	4485	1934	2896	1368	3829	3377	6065	3397	4713	5676	4359	3306
ENSG00000028839.9	203	427	533	1044	398	465	467	597	324	311	376	510	348	470	524	343
ENSG00000029153.14	17	245	99	330	242	409	78	271	71	223	97	509	104	178	182	98
ENSG00000029363.15	1282	4414	3233	2263	3954	1919	2198	1768	3854	2896	3835	4564	3702	5213	3609	1932
ENSG00000029364.11	405	1658	1270	653	1666	1473	1086	1030	1174	914	1623	1782	1147	1688	1364	1306
ENSG00000029534.19	10	481	34	1	29	3	55	328	22	37	36	259	33	304	43	169
ENSG00000029559.6	0	19	43	35	4	13	11	0	3	89	0	0	0	9	41	33
ENSG00000029639.10	59	241	258	230	215	191	236	101	136	134	141	261	166	285	207	234
ENSG00000029725.16	488	1520	1389	697	1317	627	1204	1346	1227	778	2312	1309	1724	1142	1270	1089
ENSG00000029993.14	452	1014	522	2109	894	2901	984	8336	311	460	230	1040	74	689	533	601
ENSG00000030066.13	247	1638	1205	791	1693	1382	775	468	1219	1743	1388	1492	1313	1862	1522	730
ENSG00000030110.12	190	622	547	1631	573	2401	652	1887	432	819	403	523	352	491	348	798
ENSG00000030304.13	0	0	0	0	1	0	0	0	1	5	0	0	4	0	0	1
ENSG00000030419.16	86	329	208	88	397	210	131	36	128	290	114	531	155	1237	408	150
ENSG00000030582.16	3500	6642	6059	6242	2583	5417	6679	6601	3855	2106	4903	3882	3855	2576	3417	8844
ENSG00000031003.10	206	1567	1158	480	1597	528	577	300	1358	1074	4234	1313	2122	1594	1171	648
ENSG00000031081.10	97	902	657	73	900	125	380	218	901	235	984	258	961	117	522	109
ENSG00000031691.6	23	78	160	155	153	213	97	280	107	108	163	168	136	112	142	65
ENSG00000031698.12	2337	2104	3737	2508	2421	3027	4031	5129	3613	3115	3077	3093	3208	3328	2742	3953
ENSG00000031823.14	960	1100	2088	735	1181	1023	1876	2687	1803	1726	1589	1408	1346	1257	1397	1654
ENSG00000032219.18	167	780	617	234	836	382	394	204	618	597	1137	757	819	1051	647	255
ENSG00000032389.12	312	686	521	547	378	1011	600	522	291	468	268	529	217	508	434	618
ENSG00000032444.15	1131	858	1742	627	1009	3115	1575	2472	1189	933	946	1146	824	1053	1062	1418
ENSG00000032742.17	371	427	763	68	883	347	630	152	578	395	541	1037	422	1000	1174	301
ENSG00000033011.11	409	476	674	1022	377	610	583	379	320	681	403	543	252	517	451	744
ENSG00000033030.13	133	1171	950	678	1185	1046	593	480	823	1008	989	947	1006	952	1055	499
ENSG00000033050.7	429	1193	1364	2129	1050	2272	1226	593	1085	860	929	1504	1240	1699	1250	1512
ENSG00000033100.15	431	2575	1525	1845	934	1306	1167	1398	1090	1308	1298	1894	832	1484	1262	2728
ENSG00000033122.18	1	2	1	0	11	10	2	0	7	13	14	7	156	19	6	10
ENSG00000033170.16	385	890	876	1274	1634	1450	538	279	583	525	698	1198	502	401	1310	658
ENSG00000033178.12	383	1458	1019	1524	1269	1236	640	1033	855	1148	1283	1246	1045	1519	905	806
ENSG00000033327.12	368	1270	1229	1706	2178	3107	888	894	1320	5251	1408	2226	1429	1986	1723	571
ENSG00000033627.15	1665	2344	2272	601	1737	651	2085	2395	2749	932	1786	1218	2014	1614	1442	1549
ENSG00000033800.13	516	1132	1381	982	1691	491	1139	606	1453	1565	2073	1312	1553	2009	1368	1457
ENSG00000033867.16	98	1207	465	390	805	502	330	308	443	741	472	1386	954	2687	756	331
ENSG00000034053.14	48	595	172	6	94	203	124	101	79	125	26	389	85	435	101	231
ENSG00000034152.18	852	710	1214	3167	799	965	1314	980	1295	720	490	1496	1079	1249	1322	2126
ENSG00000034239.10	967	261	716	4	1790	498	1767	63	371	195	329	861	25	137	3796	34
ENSG00000034510.5	21320	22671	16512	42229	5707	18920	27349	55634	8748	14378	9732	19658	8630	11524	8262	61403
ENSG00000034533.11	106	218	293	192	264	182	211	161	152	332	276	248	200	204	225	147
ENSG00000034677.12	216	4289	1548	457	2464	1362	782	327	1970	4578	3457	1674	3236	1803	1784	884
ENSG00000034693.14	161	941	425	294	391	195	300	221	460	216	398	306	405	313	409	305
ENSG00000034713.7	1682	1953	2933	2933	1966	1264	3358	1616	2191	2712	2457	1933	1956	1412	1901	2272
ENSG00000034971.15	37	236	88	0	217	0	259	1	103	3	869	8	416	1	51	1
ENSG00000035115.21	556	2440	1843	1539	1793	1804	1372	948	1336	2750	1098	2476	669	4947	2071	1467
ENSG00000035141.7	780	1278	1290	2742	1264	4110	1219	2098	817	1384	674	1710	519	1496	894	1225
ENSG00000035403.16	630	5343	6307	1945	7489	2204	4156	979	7979	6735	17782	6672	15801	4593	4131	2704
ENSG00000035499.12	3	179	26	276	98	307	26	328	8	22	9	65	5	32	13	16
ENSG00000035664.11	206	481	203	354	339	82	205	204	165	296	135	336	147	779	216	308
ENSG00000035681.7	241	1055	953	837	1007	1170	589	354	777	1206	959	917	900	1409	798	593
ENSG00000035687.9	240	966	1014	1376	1298	1381	629	352	805	1694	904	1725	945	1877	1127	662
ENSG00000035720.7	4	2	19	1	20	7	5	4	12	2	1	1	9	6	1	2
ENSG00000035862.12	4176	19691	12106	3399	13734	1615	13639	7387	17617	11018	37490	15659	25110	4504	6570	11463
ENSG00000035928.14	583	1323	1320	1370	1609	1444	1028	1107	1231	1909	1865	1313	1241	1806	1207	1044
ENSG00000036054.12	152	1148	972	746	900	647	540	242	824	1220	1248	1097	1140	1007	812	638
ENSG00000036257.12	841	1401	1653	1597	1960	1898	1174	1116	1760	2154	1723	2085	1859	2275	1842	1280
ENSG00000036448.9	188	90	188	113	141	7	74	28	70	14	226	59	58	61	113	62
ENSG00000036473.6	2	0	2	0	20	4	10	0	13	1	0	1	105	0	2	0
ENSG00000036530.8	51	83	122	4	66	39	79	132	68	35	125	34	30	15	42	58
ENSG00000036549.12	284	1488	877	514	1176	976	533	401	802	1367	1332	1333	806	1413	866	505
ENSG00000036565.14	1	0	1	0	0	1	15	167	2	2	0	0	2	0	2	0
ENSG00000036672.15	238	10	232	54	372	125	365	992	630	161	185	171	788	67	567	176
ENSG00000036828.14	0	55	7	0	1	6	1	30	9	132	0	70	3	2	1	2
ENSG00000037042.8	394	684	967	132	591	315	854	584	888	487	894	467	633	449	557	1055
ENSG00000037241.7	196	224	341	752	137	282	338	357	213	271	196	209	138	344	192	463
ENSG00000037280.15	347	346	1727	75	802	258	1262	433	1090	285	738	363	2580	268	795	70
ENSG00000037474.14	599	1887	1931	1909	2686	4940	1150	994	1542	1517	1535	1976	1554	2531	1911	1296
